Geneid	Chr	Start	End	Strand	Length	21_bam_clean/P1_MYB3_R1.mLb.flT.bam	x1.bam	x2.bam
Interval_6468	B04	211626962	211627290	+	329	102	0	0
Interval_6469	B04	211658178	211658275	+	98	16	0	0
Interval_6470	B04	211861769	211861894	+	126	35	16	0
Interval_6471	B04	211928601	211928698	+	98	10	6	0
Interval_6472	B04	211953883	211953998	+	116	39	9	0
Interval_6473	B04	211956132	211956439	+	308	83	5	0
Interval_6474	B04	211956684	211956794	+	111	37	0	0
Interval_6475	B04	212051543	212051671	+	129	25	0	0
Interval_6476	B04	212084753	212084874	+	122	19	0	0
Interval_6477	B04	212137384	212137527	+	144	38	0	0
Interval_6478	B04	212215896	212216013	+	118	20	0	0
Interval_6479	B04	212218389	212218567	+	179	28	0	0
Interval_6480	B04	212267805	212267965	+	161	37	0	0
Interval_6481	B04	212271715	212271856	+	142	42	0	0
Interval_6482	B04	212311311	212311412	+	102	10	0	0
Interval_6483	B04	212618521	212618659	+	139	32	0	0
Interval_6484	B04	212645940	212646043	+	104	28	0	0
Interval_6485	B04	212661329	212661464	+	136	17	0	0
Interval_6486	B04	212690550	212690688	+	139	47	12	5
Interval_6487	B04	213449916	213450036	+	121	14	2	2
Interval_6488	B04	213656882	213657220	+	339	137	0	0
Interval_6489	B04	213726487	213726734	+	248	56	38	0
Interval_6490	B04	213757438	213757622	+	185	33	5	0
Interval_6491	B04	214136603	214136750	+	148	31	0	0
Interval_6492	B04	214211737	214211898	+	162	31	10	7
Interval_6493	B04	214217178	214217292	+	115	32	4	0
Interval_6494	B04	214243783	214244061	+	279	83	0	0
Interval_6495	B04	214324782	214324920	+	139	38	0	0
Interval_6496	B04	214586417	214586539	+	123	16	0	0
Interval_6497	B04	214630004	214630249	+	246	71	0	0
Interval_6498	B04	215002811	215002924	+	114	36	0	0
Interval_6499	B04	215480753	215480986	+	234	27	2	6
Interval_6500	B04	215527684	215527823	+	140	24	7	2
Interval_6501	B04	215585222	215585452	+	231	46	0	0
Interval_6502	B04	215721221	215721401	+	181	34	0	0
Interval_6503	B04	216430686	216430815	+	130	17	0	0
Interval_6504	B04	216456366	216456503	+	138	34	17	0
Interval_6505	B04	216538731	216538955	+	225	24	12	0
Interval_6506	B04	216588009	216588106	+	98	19	11	0
Interval_6507	B04	216636632	216636769	+	138	28	11	0
Interval_6508	B04	216946576	216946729	+	154	29	8	0
Interval_6509	B04	217090656	217090817	+	162	40	10	0
Interval_6510	B04	217189272	217189446	+	175	41	0	0
Interval_6511	B04	217718944	217719046	+	103	12	0	0
Interval_6512	B04	217755256	217755493	+	238	103	0	0
Interval_6513	B04	218420685	218420791	+	107	23	5	0
Interval_6514	B04	218422224	218422436	+	213	96	0	0
Interval_6515	B04	218422634	218422731	+	98	30	0	0
Interval_6516	B04	218425168	218425360	+	193	41	0	0
Interval_6517	B04	219063193	219063321	+	129	17	3	0
Interval_6518	B04	219063469	219063590	+	122	9	0	0
Interval_6519	B04	219378118	219378248	+	131	37	13	1
Interval_6520	B04	219452834	219452940	+	107	15	0	0
Interval_6521	B04	219511332	219511459	+	128	29	0	0
Interval_6522	B04	219515746	219515884	+	139	17	5	0
Interval_6523	B04	219690740	219690928	+	189	54	12	0
Interval_6524	B04	220127793	220128054	+	262	40	3	0
Interval_6525	B04	220477512	220477624	+	113	29	0	0
Interval_6526	B04	220552325	220552437	+	113	29	3	0
Interval_6527	B04	220722282	220722412	+	131	24	0	0
Interval_6528	B04	220751834	220752032	+	199	62	20	0
Interval_6529	B04	220805099	220805220	+	122	21	5	1
Interval_6530	B04	220805659	220805893	+	235	34	3	6
Interval_6531	B04	221128687	221128866	+	180	30	0	0
Interval_6532	B04	222063323	222063477	+	155	47	13	0
Interval_6533	B04	222413309	222413406	+	98	18	0	0
Interval_6534	B04	222718256	222718377	+	122	6	5	0
Interval_6535	B04	222947424	222947547	+	124	24	0	0
Interval_6536	B04	222978647	222978776	+	130	33	0	0
Interval_6537	B04	222998594	222998710	+	117	19	11	0
Interval_6538	B04	223007931	223008030	+	100	22	0	0
Interval_6539	B04	223031759	223031867	+	109	31	0	0
Interval_6540	B04	223047034	223047155	+	122	30	0	0
Interval_6541	B04	223097520	223097653	+	134	20	6	0
Interval_6542	B04	223161216	223161421	+	206	54	0	0
Interval_6543	B04	223191919	223192020	+	102	23	0	0
Interval_6544	B04	223199479	223199669	+	191	34	0	0
Interval_6545	B04	223230494	223230724	+	231	31	10	0
Interval_6546	B04	223591606	223591706	+	101	20	0	0
Interval_6547	B04	223796011	223796141	+	131	27	6	3
Interval_6548	B04	224411865	224411981	+	117	27	7	0
Interval_6549	B04	224591806	224591982	+	177	39	12	2
Interval_6550	B04	224806464	224806637	+	174	30	9	0
Interval_6551	B04	224896472	224896627	+	156	30	1	0
Interval_6552	B04	224948758	224948965	+	208	84	14	0
Interval_6553	B04	224950094	224950223	+	130	41	0	0
Interval_6554	B04	225025882	225026006	+	125	17	7	0
Interval_6555	B04	225159672	225159769	+	98	19	12	0
Interval_6556	B04	225165341	225165529	+	189	62	4	0
Interval_6557	B04	225165649	225165885	+	237	75	0	0
Interval_6558	B04	225291387	225291613	+	227	26	20	0
Interval_6559	B04	225612714	225612811	+	98	16	8	0
Interval_6560	B04	225644260	225644369	+	110	18	8	0
Interval_6561	B04	225796834	225797257	+	424	90	12	0
Interval_6562	B04	225799903	225800088	+	186	54	28	0
Interval_6563	B04	225928929	225929026	+	98	14	10	0
Interval_6564	B04	226597852	226598007	+	156	26	0	0
Interval_6565	B04	226599353	226599479	+	127	13	0	0
Interval_6566	B04	226873040	226873149	+	110	16	3	0
Interval_6567	B04	227039932	227040121	+	190	41	6	0
Interval_6568	B04	227079499	227079605	+	107	17	0	0
Interval_6569	B04	227154427	227154707	+	281	92	25	0
Interval_6570	B04	227168032	227168180	+	149	35	19	0
Interval_6571	B04	227178194	227178292	+	99	23	12	0
Interval_6572	B04	227264697	227264807	+	111	19	17	0
Interval_6573	B04	227285067	227285285	+	219	37	13	0
Interval_6574	B04	227323489	227323654	+	166	43	4	0
Interval_6575	B04	227447123	227447231	+	109	27	0	0
Interval_6576	B04	227479618	227479768	+	151	28	11	0
Interval_6577	B04	227736882	227736993	+	112	33	0	0
Interval_6578	B04	227761849	227762035	+	187	26	0	0
Interval_6579	B04	228159241	228159369	+	129	37	0	0
Interval_6580	B04	228267484	228267707	+	224	86	0	0
Interval_6581	B04	228494650	228494753	+	104	16	6	0
Interval_6582	B04	228990727	228990864	+	138	41	20	0
Interval_6583	B04	229035574	229035673	+	100	15	0	0
Interval_6584	B04	229219918	229220083	+	166	51	31	0
Interval_6585	B04	229237216	229237337	+	122	13	2	0
Interval_6586	B04	230360884	230361043	+	160	48	0	0
Interval_6587	B04	230385215	230385477	+	263	60	50	0
Interval_6588	B04	230459754	230459855	+	102	24	15	0
Interval_6589	B04	230484773	230485053	+	281	33	0	0
Interval_6590	B04	230521753	230521855	+	103	17	6	0
Interval_6591	B04	230649563	230649742	+	180	36	29	0
Interval_6592	B04	230811616	230811817	+	202	67	0	0
Interval_6593	B04	230966909	230967032	+	124	29	0	0
Interval_6594	B04	231307809	231307909	+	101	21	0	0
Interval_6595	B04	231365004	231365180	+	177	44	0	0
Interval_6596	B04	231480635	231480775	+	141	18	0	0
Interval_6597	B04	231585554	231585706	+	153	43	0	0
Interval_6598	B04	231641963	231642088	+	126	15	0	0
Interval_6599	B04	232018185	232018295	+	111	18	0	0
Interval_6600	B04	232111077	232111261	+	185	23	23	0
Interval_6601	B04	232111347	232111453	+	107	13	11	0
Interval_6602	B04	232202164	232202261	+	98	33	10	5
Interval_6603	B04	232251924	232252052	+	129	35	2	4
Interval_6604	B04	232627859	232627975	+	117	35	13	0
Interval_6605	B04	232858209	232858412	+	204	84	0	0
Interval_6606	B04	232952157	232952305	+	149	22	12	0
Interval_6607	B04	233496485	233496583	+	99	14	0	0
Interval_6608	B04	233533582	233533692	+	111	23	1	0
Interval_6609	B04	233579983	233580087	+	105	22	5	1
Interval_6610	B04	233622275	233622375	+	101	15	13	0
Interval_6611	B04	233623973	233624082	+	110	21	5	0
Interval_6612	B04	233625764	233625948	+	185	55	0	0
Interval_6613	B04	233782643	233782783	+	141	33	0	0
Interval_6614	B04	233872751	233872848	+	98	11	2	1
Interval_6615	B04	233918513	233918659	+	147	20	9	0
Interval_6616	B04	234120897	234121013	+	117	15	0	1
Interval_6617	B04	234183421	234183527	+	107	14	0	0
Interval_6618	B04	234329935	234330207	+	273	62	32	2
Interval_6619	B04	234417954	234418181	+	228	49	0	0
Interval_6620	B04	234419142	234419247	+	106	12	5	1
Interval_6621	B04	234510491	234510683	+	193	55	2	5
Interval_6622	B04	234511118	234511239	+	122	25	2	0
Interval_6623	B04	234799581	234799702	+	122	23	0	0
Interval_6624	B04	234951843	234952056	+	214	31	13	6
Interval_6625	B04	235223341	235223551	+	211	43	3	0
Interval_6626	B04	235337314	235337429	+	116	10	3	2
Interval_6627	B04	235389498	235389645	+	148	38	34	0
Interval_6628	B04	235391519	235391623	+	105	23	2	0
Interval_6629	B04	235415868	235415974	+	107	22	17	0
Interval_6630	B04	235520480	235520624	+	145	41	0	0
Interval_6631	B04	235598262	235598504	+	243	66	0	0
Interval_6632	B04	235649171	235649320	+	150	35	0	0
Interval_6633	B04	235750063	235750285	+	223	42	0	0
Interval_6634	B04	235751580	235751805	+	226	50	0	0
Interval_6635	B04	235823714	235823870	+	157	33	0	0
Interval_6636	B04	235831695	235831918	+	224	26	0	0
Interval_6637	B04	235833795	235834065	+	271	65	0	0
Interval_6638	B04	235958118	235958275	+	158	25	0	0
Interval_6639	B04	236213665	236213896	+	232	32	0	0
Interval_6640	B04	236280712	236280830	+	119	28	0	0
Interval_6641	B04	236308474	236308643	+	170	48	14	3
Interval_6642	B04	236564423	236564560	+	138	29	6	0
Interval_6643	B04	236567201	236567326	+	126	19	3	0
Interval_6644	B04	236690636	236690744	+	109	16	0	0
Interval_6645	B04	236693009	236693207	+	199	41	0	0
Interval_6646	B04	236767940	236768085	+	146	25	0	0
Interval_6647	B04	236792727	236792854	+	128	24	0	0
Interval_6648	B04	236818861	236818997	+	137	38	12	0
Interval_6649	B04	237082173	237082283	+	111	18	0	0
Interval_6650	B04	237132757	237132953	+	197	45	0	0
Interval_6651	B04	237145120	237145259	+	140	23	0	0
Interval_6652	B04	237219826	237219974	+	149	34	0	0
Interval_6653	B04	237224774	237224999	+	226	49	0	0
Interval_6654	B04	237747591	237747702	+	112	27	0	0
Interval_6655	B04	237747908	237748091	+	184	40	0	0
Interval_6656	B04	238160884	238161117	+	234	78	12	13
Interval_6657	B04	238337217	238337343	+	127	17	15	0
Interval_6658	B04	238357743	238357851	+	109	27	2	0
Interval_6659	B04	238375123	238375351	+	229	64	3	0
Interval_6660	B04	238378623	238378748	+	126	22	8	0
Interval_6661	B04	238385711	238385849	+	139	15	0	0
Interval_6662	B04	238721999	238722152	+	154	38	1	1
Interval_6663	B04	239012131	239012250	+	120	24	19	0
Interval_6664	B04	239036101	239036198	+	98	16	2	0
Interval_6665	B04	239149769	239149914	+	146	40	7	2
Interval_6666	B04	239397302	239397454	+	153	47	7	0
Interval_6667	B04	239539552	239539705	+	154	31	14	1
Interval_6668	B04	239547077	239547178	+	102	12	0	0
Interval_6669	B04	239548753	239548858	+	106	22	8	0
Interval_6670	B04	239608098	239608203	+	106	24	0	0
Interval_6671	B04	239629511	239629615	+	105	20	6	0
Interval_6672	B04	239661310	239661477	+	168	28	0	0
Interval_6673	B04	239700473	239700627	+	155	37	0	0
Interval_6674	B04	239712243	239712352	+	110	18	0	0
Interval_6675	B04	239751775	239751898	+	124	13	0	0
Interval_6676	B04	239762760	239763029	+	270	65	22	0
Interval_6677	B04	239811663	239811815	+	153	48	19	5
Interval_6678	B04	239821745	239821910	+	166	44	35	1
Interval_6679	B04	239827367	239827536	+	170	24	10	0
Interval_6680	B04	239881928	239882025	+	98	20	0	0
Interval_6681	B04	239925020	239925141	+	122	23	18	2
Interval_6682	B04	240025536	240025643	+	108	20	0	0
Interval_6683	B04	240090174	240090292	+	119	38	0	0
Interval_6684	B04	240390165	240390262	+	98	18	0	0
Interval_6685	B04	240409773	240409911	+	139	28	6	0
Interval_6686	B04	240479140	240479237	+	98	24	0	0
Interval_6687	B04	240493145	240493287	+	143	23	6	0
Interval_6688	B04	240555757	240555917	+	161	32	24	0
Interval_6689	B04	240665151	240665332	+	182	57	54	0
Interval_6690	B04	240673105	240673283	+	179	27	0	0
Interval_6691	B04	240923051	240923159	+	109	22	6	0
Interval_6692	B04	240988079	240988185	+	107	18	6	0
Interval_6693	B04	240999425	240999540	+	116	29	0	0
Interval_6694	B04	241000350	241000453	+	104	21	21	0
Interval_6695	B04	241396602	241396732	+	131	15	5	0
Interval_6696	B04	241415822	241415955	+	134	23	1	0
Interval_6697	B04	241649216	241649341	+	126	18	0	0
Interval_6698	B04	241789469	241789618	+	150	25	25	0
Interval_6699	B04	241885804	241885910	+	107	19	0	0
Interval_6700	B04	241899983	241900106	+	124	29	0	0
Interval_6701	B04	241908495	241908595	+	101	22	0	0
Interval_6702	B04	241918225	241918399	+	175	49	0	0
Interval_6703	B04	242291543	242291765	+	223	51	0	0
Interval_6704	B04	242297759	242297875	+	117	19	0	0
Interval_6705	B04	242872941	242873091	+	151	20	0	0
Interval_6706	B04	242877967	242878083	+	117	18	5	6
Interval_6707	B04	242983548	242983687	+	140	33	19	0
Interval_6708	B04	242984189	242984310	+	122	32	21	2
Interval_6709	B04	243174951	243175090	+	140	37	21	10
Interval_6710	B04	243176551	243176655	+	105	23	0	0
Interval_6711	B04	243421778	243421968	+	191	45	8	0
Interval_6712	B04	243461972	243462149	+	178	66	38	1
Interval_6713	B04	243467953	243468107	+	155	33	14	0
Interval_6714	B04	243612004	243612153	+	150	25	0	8
Interval_6715	B04	243642466	243642675	+	210	48	17	7
Interval_6716	B04	243647789	243647912	+	124	22	7	3
Interval_6717	B04	243711490	243711590	+	101	16	16	0
Interval_6718	B04	243840221	243840361	+	141	17	8	4
Interval_6719	B04	243875796	243875901	+	106	31	2	3
Interval_6720	B04	244426861	244427025	+	165	37	0	0
Interval_6721	B04	244499707	244499840	+	134	33	9	4
Interval_6722	B04	244553661	244553797	+	137	27	25	0
Interval_6723	B04	244572275	244572385	+	111	28	21	0
Interval_6724	B04	244715775	244715875	+	101	18	12	0
Interval_6725	B04	244820060	244820157	+	98	27	7	0
Interval_6726	B04	244886732	244886874	+	143	16	10	2
Interval_6727	B04	245035702	245035812	+	111	34	12	4
Interval_6728	B04	245048049	245048146	+	98	14	4	1
Interval_6729	B04	245088995	245089170	+	176	29	6	0
Interval_6730	B04	245183184	245183337	+	154	18	6	0
Interval_6731	B04	245303078	245303271	+	194	36	0	0
Interval_6732	B04	245641653	245641841	+	189	45	0	3
Interval_6733	B04	245649061	245649194	+	134	27	0	0
Interval_6734	B04	245689858	245689960	+	103	12	0	0
Interval_6735	B04	245690266	245690431	+	166	28	17	10
Interval_6736	B04	245856200	245856376	+	177	40	2	0
Interval_6737	B04	246343830	246343955	+	126	31	0	1
Interval_6738	B04	246524621	246524784	+	164	35	2	0
Interval_6739	B04	246532941	246533038	+	98	22	1	0
Interval_6740	B04	246606327	246606524	+	198	42	0	0
Interval_6741	B04	246813867	246813988	+	122	18	5	7
Interval_6742	B04	246872915	246873074	+	160	30	0	0
Interval_6743	B04	246873158	246873302	+	145	22	0	0
Interval_6744	B05	242035	242145	+	111	13	0	0
Interval_6745	B05	744871	745096	+	226	38	0	0
Interval_6746	B05	851421	851555	+	135	21	6	0
Interval_6747	B05	936962	937109	+	148	44	28	0
Interval_6748	B05	938019	938117	+	99	19	4	0
Interval_6749	B05	1118484	1118608	+	125	26	0	0
Interval_6750	B05	1167850	1167994	+	145	58	23	1
Interval_6751	B05	1179136	1179244	+	109	21	0	0
Interval_6752	B05	1276629	1276784	+	156	41	14	6
Interval_6753	B05	1500791	1500891	+	101	44	12	0
Interval_6754	B05	1875459	1875679	+	221	28	1	2
Interval_6755	B05	1964919	1965032	+	114	23	10	0
Interval_6756	B05	1995030	1995154	+	125	23	7	0
Interval_6757	B05	2000906	2001017	+	112	27	1	0
Interval_6758	B05	2012684	2012836	+	153	16	6	0
Interval_6759	B05	2068913	2069064	+	152	30	2	4
Interval_6760	B05	2174204	2174382	+	179	53	10	9
Interval_6761	B05	2353375	2353490	+	116	23	0	0
Interval_6762	B05	2364524	2364665	+	142	33	8	0
Interval_6763	B05	2370712	2370849	+	138	34	2	3
Interval_6764	B05	2457745	2457913	+	169	20	17	0
Interval_6765	B05	2840877	2840975	+	99	16	0	0
Interval_6766	B05	2844099	2844236	+	138	36	0	0
Interval_6767	B05	3138606	3138858	+	253	75	0	0
Interval_6768	B05	3147233	3147368	+	136	35	3	2
Interval_6769	B05	3196336	3196566	+	231	63	29	0
Interval_6770	B05	3215553	3215653	+	101	23	13	0
Interval_6771	B05	3295945	3296053	+	109	26	0	0
Interval_6772	B05	3413547	3413752	+	206	40	17	2
Interval_6773	B05	3435055	3435160	+	106	25	5	10
Interval_6774	B05	3685173	3685289	+	117	23	16	0
Interval_6775	B05	3763899	3764105	+	207	53	3	0
Interval_6776	B05	3889346	3889543	+	198	55	33	0
Interval_6777	B05	3965472	3965571	+	100	23	2	0
Interval_6778	B05	4177831	4178073	+	243	87	0	0
Interval_6779	B05	4179746	4179941	+	196	69	0	0
Interval_6780	B05	4249883	4250091	+	209	33	0	0
Interval_6781	B05	4363322	4363508	+	187	26	15	0
Interval_6782	B05	4376145	4376256	+	112	19	5	0
Interval_6783	B05	4403828	4403988	+	161	23	9	0
Interval_6784	B05	4407055	4407205	+	151	42	17	0
Interval_6785	B05	4470654	4470883	+	230	66	0	0
Interval_6786	B05	4629803	4630002	+	200	29	7	0
Interval_6787	B05	4683642	4683742	+	101	25	0	0
Interval_6788	B05	4691389	4691510	+	122	19	12	0
Interval_6789	B05	4793048	4793279	+	232	90	17	0
Interval_6790	B05	4899376	4899473	+	98	12	9	0
Interval_6791	B05	4987636	4987859	+	224	63	6	0
Interval_6792	B05	5047471	5047668	+	198	26	0	0
Interval_6793	B05	5228987	5229174	+	188	38	0	0
Interval_6794	B05	5361812	5361977	+	166	28	0	0
Interval_6795	B05	5457096	5457224	+	129	32	7	0
Interval_6796	B05	5457641	5457744	+	104	25	0	0
Interval_6797	B05	5565657	5565759	+	103	17	0	0
Interval_6798	B05	5566640	5566792	+	153	20	0	0
Interval_6799	B05	5619563	5619669	+	107	27	2	0
Interval_6800	B05	5680379	5680505	+	127	27	7	0
Interval_6801	B05	5728147	5728314	+	168	55	0	0
Interval_6802	B05	5804303	5804400	+	98	16	4	0
Interval_6803	B05	5968832	5968976	+	145	36	17	0
Interval_6804	B05	6421864	6422015	+	152	34	33	0
Interval_6805	B05	6608975	6609072	+	98	18	0	0
Interval_6806	B05	6705999	6706210	+	212	60	0	0
Interval_6807	B05	6720124	6720270	+	147	26	0	0
Interval_6808	B05	6944158	6944318	+	161	43	30	0
Interval_6809	B05	6954520	6954712	+	193	49	11	0
Interval_6810	B05	7066311	7066474	+	164	27	21	0
Interval_6811	B05	7107896	7108089	+	194	81	0	0
Interval_6812	B05	7108211	7108323	+	113	25	0	0
Interval_6813	B05	7159080	7159228	+	149	27	1	0
Interval_6814	B05	7189167	7189303	+	137	42	0	0
Interval_6815	B05	7383952	7384130	+	179	36	7	0
Interval_6816	B05	7393600	7393793	+	194	40	35	0
Interval_6817	B05	7402530	7402676	+	147	37	2	0
Interval_6818	B05	7467585	7467820	+	236	62	34	0
Interval_6819	B05	7488939	7489121	+	183	38	0	0
Interval_6820	B05	7532691	7532856	+	166	23	4	0
Interval_6821	B05	7610524	7610672	+	149	37	16	0
Interval_6822	B05	7716826	7716984	+	159	51	20	0
Interval_6823	B05	7977582	7977679	+	98	16	7	0
Interval_6824	B05	7995258	7995422	+	165	32	4	0
Interval_6825	B05	8371059	8371231	+	173	40	0	0
Interval_6826	B05	8420845	8420976	+	132	29	0	0
Interval_6827	B05	8766231	8766394	+	164	25	0	0
Interval_6828	B05	8809740	8809891	+	152	50	0	0
Interval_6829	B05	8810410	8810511	+	102	36	0	0
Interval_6830	B05	9479237	9479335	+	99	16	0	0
Interval_6831	B05	9535344	9535471	+	128	32	0	0
Interval_6832	B05	9837404	9837502	+	99	24	16	0
Interval_6833	B05	9981455	9981587	+	133	32	0	0
Interval_6834	B05	10040700	10040822	+	123	20	0	0
Interval_6835	B05	10154814	10154918	+	105	24	0	0
Interval_6836	B05	10239786	10239899	+	114	14	0	0
Interval_6837	B05	10254767	10254964	+	198	62	6	6
Interval_6838	B05	10269786	10269940	+	155	41	0	0
Interval_6839	B05	10408422	10408726	+	305	43	9	3
Interval_6840	B05	10536059	10536174	+	116	17	0	0
Interval_6841	B05	10827194	10827322	+	129	33	3	7
Interval_6842	B05	10906904	10907071	+	168	46	0	0
Interval_6843	B05	10942477	10942607	+	131	29	0	0
Interval_6844	B05	11021352	11021482	+	131	40	2	2
Interval_6845	B05	11027448	11027557	+	110	30	13	0
Interval_6846	B05	11028177	11028414	+	238	59	16	1
Interval_6847	B05	11411924	11412030	+	107	25	22	0
Interval_6848	B05	11688518	11688619	+	102	26	0	0
Interval_6849	B05	11700049	11700205	+	157	22	0	0
Interval_6850	B05	11705374	11705473	+	100	23	0	0
Interval_6851	B05	11705702	11705820	+	119	23	0	0
Interval_6852	B05	12108060	12108204	+	145	29	3	2
Interval_6853	B05	12110155	12110300	+	146	20	2	0
Interval_6854	B05	12241695	12241817	+	123	19	0	0
Interval_6855	B05	12372427	12372536	+	110	14	0	0
Interval_6856	B05	12476303	12476406	+	104	18	11	3
Interval_6857	B05	12483012	12483187	+	176	32	0	0
Interval_6858	B05	12483648	12483746	+	99	17	0	0
Interval_6859	B05	12805864	12805985	+	122	13	1	3
Interval_6860	B05	12901766	12901930	+	165	33	1	0
Interval_6861	B05	12963178	12963366	+	189	26	3	0
Interval_6862	B05	13043807	13043962	+	156	24	7	0
Interval_6863	B05	13054397	13054498	+	102	16	0	0
Interval_6864	B05	13389317	13389454	+	138	26	0	0
Interval_6865	B05	13420915	13421202	+	288	71	0	0
Interval_6866	B05	13532510	13532621	+	112	20	0	0
Interval_6867	B05	13543049	13543258	+	210	80	0	0
Interval_6868	B05	13608029	13608231	+	203	61	0	0
Interval_6869	B05	13660955	13661055	+	101	20	18	0
Interval_6870	B05	13666422	13666601	+	180	53	0	0
Interval_6871	B05	13757063	13757184	+	122	8	0	0
Interval_6872	B05	13760144	13760427	+	284	45	0	0
Interval_6873	B05	13929977	13930164	+	188	43	0	0
Interval_6874	B05	14030480	14030595	+	116	21	1	0
Interval_6875	B05	14095706	14095803	+	98	22	0	0
Interval_6876	B05	14171340	14171455	+	116	25	12	0
Interval_6877	B05	14327468	14327569	+	102	13	0	0
Interval_6878	B05	14342361	14342485	+	125	32	23	0
Interval_6879	B05	14344903	14345172	+	270	54	33	0
Interval_6880	B05	14497690	14497828	+	139	32	1	0
Interval_6881	B05	15115289	15115451	+	163	39	8	0
Interval_6882	B05	15116806	15116954	+	149	32	15	0
Interval_6883	B05	15122808	15122958	+	151	20	0	0
Interval_6884	B05	15202295	15202438	+	144	13	0	0
Interval_6885	B05	15278176	15278324	+	149	21	0	0
Interval_6886	B05	15368492	15368591	+	100	20	0	0
Interval_6887	B05	15680966	15681081	+	116	25	4	0
Interval_6888	B05	15740798	15740905	+	108	20	14	0
Interval_6889	B05	16112252	16112415	+	164	39	9	1
Interval_6890	B05	16218996	16219165	+	170	32	24	0
Interval_6891	B05	16548417	16548571	+	155	21	8	5
Interval_6892	B05	17208095	17208272	+	178	44	0	0
Interval_6893	B05	17290396	17290547	+	152	24	4	0
Interval_6894	B05	17517234	17517379	+	146	28	5	3
Interval_6895	B05	17662516	17662691	+	176	53	1	4
Interval_6896	B05	17662810	17662912	+	103	24	0	0
Interval_6897	B05	17707202	17707376	+	175	20	1	2
Interval_6898	B05	17880976	17881151	+	176	47	0	0
Interval_6899	B05	17996360	17996501	+	142	37	0	0
Interval_6900	B05	18189891	18190035	+	145	21	0	0
Interval_6901	B05	18287904	18288063	+	160	33	0	0
Interval_6902	B05	18410102	18410222	+	121	19	1	0
Interval_6903	B05	18423001	18423229	+	229	69	0	0
Interval_6904	B05	18571348	18571465	+	118	16	11	2
Interval_6905	B05	18592047	18592217	+	171	31	14	0
Interval_6906	B05	18761736	18761846	+	111	25	0	0
Interval_6907	B05	18826351	18826500	+	150	33	0	0
Interval_6908	B05	18988294	18988417	+	124	40	11	0
Interval_6909	B05	18997371	18997531	+	161	30	17	12
Interval_6910	B05	19148758	19148899	+	142	25	0	0
Interval_6911	B05	19174129	19174306	+	178	47	0	0
Interval_6912	B05	19240155	19240283	+	129	28	11	0
Interval_6913	B05	19421797	19421894	+	98	12	7	0
Interval_6914	B05	19532639	19532781	+	143	27	25	0
Interval_6915	B05	19732774	19732922	+	149	46	0	0
Interval_6916	B05	19857377	19857479	+	103	15	0	0
Interval_6917	B05	20367681	20367786	+	106	29	2	0
Interval_6918	B05	20382653	20382761	+	109	38	0	0
Interval_6919	B05	20486946	20487064	+	119	32	3	0
Interval_6920	B05	20539999	20540129	+	131	13	0	0
Interval_6921	B05	20540158	20540286	+	129	15	15	0
Interval_6922	B05	20687807	20687968	+	162	36	0	0
Interval_6923	B05	20785652	20785837	+	186	86	31	0
Interval_6924	B05	20949562	20949781	+	220	67	22	0
Interval_6925	B05	21123517	21123746	+	230	35	18	0
Interval_6926	B05	21144870	21144993	+	124	16	14	0
Interval_6927	B05	21283281	21283424	+	144	36	28	0
Interval_6928	B05	21284292	21284414	+	123	30	17	0
Interval_6929	B05	21383167	21383264	+	98	17	4	0
Interval_6930	B05	21422577	21422813	+	237	76	0	0
Interval_6931	B05	21427425	21427556	+	132	35	2	0
Interval_6932	B05	21435016	21435113	+	98	19	8	0
Interval_6933	B05	21497073	21497244	+	172	21	4	0
Interval_6934	B05	21546039	21546334	+	296	49	0	0
Interval_6935	B05	21620427	21620527	+	101	13	0	0
Interval_6936	B05	21775954	21776255	+	302	161	0	0
Interval_6937	B05	21853910	21854022	+	113	28	0	0
Interval_6938	B05	21893654	21893788	+	135	24	5	0
Interval_6939	B05	22091534	22091664	+	131	27	0	0
Interval_6940	B05	22103673	22103776	+	104	16	0	0
Interval_6941	B05	22239549	22239647	+	99	16	0	0
Interval_6942	B05	22453130	22453262	+	133	27	14	0
Interval_6943	B05	22476518	22476761	+	244	61	46	0
Interval_6944	B05	22478348	22478471	+	124	33	9	0
Interval_6945	B05	22663887	22663991	+	105	19	4	0
Interval_6946	B05	22802269	22802453	+	185	60	14	0
Interval_6947	B05	23163958	23164082	+	125	25	3	0
Interval_6948	B05	23263185	23263360	+	176	60	0	0
Interval_6949	B05	23268535	23268678	+	144	30	8	0
Interval_6950	B05	23500667	23500774	+	108	29	0	0
Interval_6951	B05	23502751	23502854	+	104	29	5	0
Interval_6952	B05	23598998	23599157	+	160	36	0	0
Interval_6953	B05	23852580	23852754	+	175	56	10	0
Interval_6954	B05	23979185	23979410	+	226	52	25	0
Interval_6955	B05	24013049	24013194	+	146	22	8	0
Interval_6956	B05	24031851	24031968	+	118	21	8	0
Interval_6957	B05	24055831	24055977	+	147	42	13	0
Interval_6958	B05	24223062	24223179	+	118	21	0	0
Interval_6959	B05	24362159	24362262	+	104	12	0	0
Interval_6960	B05	24372747	24372861	+	115	24	3	0
Interval_6961	B05	24424823	24424957	+	135	23	0	0
Interval_6962	B05	24647358	24647471	+	114	20	0	0
Interval_6963	B05	25075512	25075677	+	166	22	0	0
Interval_6964	B05	25176981	25177206	+	226	48	0	0
Interval_6965	B05	25227795	25227920	+	126	29	0	0
